entity_id,entity_label,relation_id,relation_label,inverse,question,answer_id,entity_start,entity_end
Q6151078,tota alba,P27,country of citizenship,False,what country was tota alba born in,Q414,3,4
Q217303,trapped,P364,original language of film or TV show,False,what language is trapped available in,Q1860,3,3
Q7663532,syrup,P136,genre,False,what genre is the book syrup,Q128758,5,5
Q8740,vietnam war,R607,conflict,True,Who was a military personnel involved in the vietnam war,Q6384877,8,9
Q1876579,luisa zappa,P27,country of citizenship,False,what country is luisa zappa branduardi from,Q38,3,4
Q3071,punk rock,R136,genre,True,Name a punk rock artist.,Q16206793,2,3
Q3053973,heine fernandez,P19,place of birth,False,what was heine fernandez place of birth,Q35,2,3
Q7232327,portrait of a mobster,P495,country of origin,False,What country did portrait of a mobster come from,Q30,3,6
Q756320,metal blade records,R264,record label,True,Who an artist off metal blade records,Q893927,4,6
Q2247706,the crowd roars,P57,director,False,who directed the crowd roars,Q216748,2,4
Q4189712,gloomy salad days,P495,country of origin,False,which asian city showcasts the gloomy salad days program,Q865,5,7
Q3107469,the report,P495,country of origin,False,what country released the report,Q794,3,4
Q2966375,christophe mandanne,P19,place of birth,False,where was christophe mandanne born,Q7880,2,3
Q3555988,"vernon, florida",P136,genre,False,"what genre is vernon, florida",Q93204,3,4
Q130232,drama film,R136,genre,True,What is the tittle of the 2009 Australian drama film,Q4877736,8,9
Q2339602,rupert thorne,P170,creator,False,who created rupert thorne,Q964815,2,3
Q714418,decimus burton,P21,sex or gender,False,what sex does decimus burton identify with,Q6581097,3,4
Q724098,mike mills,P21,sex or gender,False,what is the gender of mike mills,Q6581097,5,6
Q7317954,revento,P175,performer,False,what is the name of the salsa singer from revento,Q555195,9,9
Q2498310,the early years,P175,performer,False,which artist put out the album the early years,Q188461,4,8
Q5515585,gabriel coury,P20,place of death,False,where did gabriel coury pass away,Q24826,2,3
Q16998195,mouth to mouth,P175,performer,False,whose album is mouth to mouth,Q1380135,3,3
Q596844,waterland,P495,country of origin,False,what country made the film waterland,Q145,5,5
Q553900,richard crashaw,P19,place of birth,False,which city was richard crashaw born in,Q84,3,4
Q2250601,deadfall,P495,country of origin,False,Which country created the film deadfall,Q145,5,5
Q33405,little rock,R19,place of birth,True,"who was born in little rock, arkansas",Q706739,4,5
Q546471,the first great train robbery,P495,country of origin,False,Which country was the first great train robbery filmed,Q145,3,7
Q49085,african americans,R172,ethnic group,True,who is ethnically african american,Q82118,3,4
Q1748183,jean-pierre denis,P27,country of citizenship,False,what country is jean-pierre denis from,Q142,3,4
Q60779,curt von bardeleben,P27,country of citizenship,False,what country is curt von bardeleben from,Q183,3,5
Q6278447,jorge palatsí,P27,country of citizenship,False,what nationality is jorge palatsi,Q29,3,4
Q211314,florina prefecture,P17,country,False,what country is florina in,Q41,0,1
Q1153260,bionicle heroes,P404,game mode,False,what mode can you play bionicle heroes,Q208850,5,6
Q42562,curcuma longa,P171,parent taxon,False,what is the higher classification of turmeric,Q33551,2,3
Q4667388,abhijat joshi,R58,screenwriter,True,who did the film story credits for abhijat joshi,Q980677,7,8
Q6895044,multiplayer video game,R404,game mode,True,Which is the name of a multiplayer game that is based off of an anime,Q15268497,6,7
Q13386323,valea mare river,P17,country,False,which european basin countries does the valea mare river pass through,Q218,6,8
Q453828,prims,P17,country,False,Which country is the prims river located in,Q183,4,4
Q83440,country music,R136,genre,True,who is a known country artist,Q216341,4,5
Q5097142,uu aurigae,P31,instance of,False,What type of astral body is uu aurigae,Q523,6,7
Q2429028,thorold dickinson,P19,place of birth,False,Where was Thorold Dickinson born,Q23154,2,3
Q1608236,principal snyder,P21,sex or gender,False,what is principal snyder gender,Q6581097,2,3
Q1332531,ellory elkayem,R58,screenwriter,True,in what film did ellory elkayem contribute,Q151946,4,5
Q4980407,bryan sutton,P1303,instrument,False,what music instrument does bryan sutton play,Q6607,4,5
Q280658,forward,R413,position played on team / speciality,True,Name a football forward.,Q7272117,3,3
Q1491067,gagarin,P376,located on astronomical body,False,Where is gagarin found,Q405,2,2
Q39730,bruno grougi,P21,sex or gender,False,What is bruno grougi gender,Q6581097,2,3
Q6288154,joseph zuken,P27,country of citizenship,False,Which country does joseph zuken have citizenship in,Q16,3,4
Q3559410,vince coleman,P27,country of citizenship,False,What is vince coleman nationality,Q30,2,3
Q16087938,radovan vujović,P19,place of birth,False,where did radovan vujovic originated from,Q59473,2,3
Q6106598,j. n. williamson,P19,place of birth,False,Where was j. n. williamson birthed,Q6346,2,4
Q183513,buffy the vampire slayer,R179,part of the series,True,What is the name of a season 5 episode of buffy the vampire slayer,Q3538674,10,13
Q3771392,giuseppe samonà,P21,sex or gender,False,what gender is giuseppe samona,Q6581097,3,4
Q7248253,profile ii: the best of emmylou harris,P175,performer,False,The album titled profile ii: the best of emmylou harris is from which artist,Q231286,3,9
Q1760512,gold,P175,performer,False,What artist released gold,Q230066,3,3
Q6879973,mist king urth,P136,genre,False,What type of album is mist king urth,Q11366,5,7
Q7150227,paul dempsey,P21,sex or gender,False,What gender is paul dempsey,Q6581097,3,4
Q12202,stroke,R509,cause of death,True,Who died from a stroke,Q62618,4,4
Q843402,warner bros. records,R264,record label,True,what artist belongs to warner bros. records,Q507215,4,6
Q3031096,vijay raaz,P106,occupation,False,What is the profession of vijay raaz,Q33999,5,6
Q3440244,roland romanelli,P19,place of birth,False,what largest city of Algeria is roland romanelli from,Q3561,6,7
Q2903389,bill foster,P27,country of citizenship,False,which country is bill foster from,Q30,3,4
Q273925,gladys marín,P106,occupation,False,what is the occupation of gladys marin,Q82955,5,6
Q641760,ted,P162,producer,False,who produced ted,Q188492,2,2
Q19204627,american football player,R106,occupation,True,Who is an american football player on the New York Jets in the 2006 season,Q5552529,3,5
Q3208914,lady from louisiana,P57,director,False,who directed lady from louisiana,Q2898736,2,4
Q986536,são francisco do sul,P17,country,False,what is the second level division of sao francisco do sul,Q155,7,10
Q7936652,visvanathan rudrakumaran,P19,place of birth,False,from what city is visvanathan rudrakumaran from,Q854,4,5
Q124426,2201 oljato,P31,instance of,False,2201 oljato is an example of what celestial object,Q193275,0,1
Q2828122,ain't nobody worryin',P175,performer,False,Who wrote the album aint nobody worryin,Q573323,4,6
Q16232272,chase mcbride,P106,occupation,False,What is Chase McBride profession,Q639669,2,3
Q1344,opera,R136,genre,True,what artist makes opera music,Q158436,3,3
Q49085,african americans,R172,ethnic group,True,Who is a notable african american,Q921340,4,5
Q6012534,in the mirror of maya deren,P495,country of origin,False,what country is the film in the mirror of maya deren from,Q39,5,10
Q2885313,gabriel manelli,P27,country of citizenship,False,what country is gabriel manelli from,Q414,3,4
Q14428,capcom,R123,publisher,True,What is the title of a game that capcom published,Q2556692,8,8
Q6722375,mac van valkenburg,P27,country of citizenship,False,What is mac van valkenburg nationality,Q30,2,4
Q16192721,mark gilroy,P19,place of birth,False,where was mark gilroy born,Q34739,2,3
Q2917578,the mahabharata,P364,original language of film or TV show,False,which language is spoken in the mahabharata,Q1860,5,6
Q639182,sst records,R264,record label,True,Name an artist signed to sst records.,Q7531104,5,6
Q613575,yvan rajoarimanana,P413,position played on team / speciality,False,What position did yvan rajoarimanana play,Q280658,3,4
Q94043,johan botha,P27,country of citizenship,False,Which country is johan botha from,Q40,3,4
Q245389,zygmunt solorz-żak,P19,place of birth,False,which city was zygmunt solorz-Zak originally from,Q104740,3,4
Q3502387,sub rosa,P136,genre,False,what types of music is sub rosa,Q11366,5,6
Q6662466,lloyd haynes,P20,place of death,False,Where did lloyd haynes die,Q828753,2,3
Q6948895,mystery of the river boat,P364,original language of film or TV show,False,what language was mystery of the river boat filmed in,Q1860,3,7
Q44803,salta province,R276,location,True,what happened at salta province,Q592091,3,4
Q4659502,a shropshire lad,P50,author,False,Who is the author of the book a shropshire lad,Q351410,7,9
Q847142,pacific time zone,R421,located in time zone,True,what city uses pacific time zone,Q3475486,3,5
Q7764738,the slanted screen,P136,genre,False,what kind of movie is the slanted screen,Q93204,5,7
Q7289788,ramo nakajima,P27,country of citizenship,False,what country is ramo nakajima from,Q17,3,4
Q7173002,peter brownback,P27,country of citizenship,False,what country is peter brownback originally from,Q30,3,4
Q1245,enrico de nicola,P106,occupation,False,what is enrico de nicola profession,Q40348,2,4
Q1733779,l.a. without a map,P495,country of origin,False,What country made the movie l.a. without a map,Q33,5,8
Q4646285,99,P364,original language of film or TV show,False,What is the language spoken in 99,Q1568,6,6
Q497155,touchstone pictures,R272,production company,True,What films has touchstone pictures released,Q684697,3,4
Q541679,democrats of the left,P1142,political ideology,False,What is the basic ideology of the democrats of the left,Q121254,7,10
Q192239,historical novel,R136,genre,True,what are titles of historical novels,Q823399,4,5
Q1837775,jackie collins,R50,author,True,what are some works by jackie collins,Q5882795,5,6
Q14567341,herbert f. leary,P20,place of death,False,where did herbert f. leary pass away,Q54264,2,4
Q391267,dungeons & dragons: wrath of the dragon god,P136,genre,False,"What Netflix genre is ""Dungeons and Dragons: Wrath of the Dragon God""",Q319221,3,10
Q3809316,john harris,P21,sex or gender,False,what is john harris gender,Q6581097,2,3
Q3989161,the sea wolf,P495,country of origin,False,Where was the film the sea wolf shot in,Q30,2,6
Q16255658,urban ghost story,P495,country of origin,False,which country is urban ghost story from,Q145,3,5
Q2556603,madhur jaffrey,P27,country of citizenship,False,Which nation is madhur jaffrey from,Q668,3,4
Q3853027,max crivello,P27,country of citizenship,False,what european country is max crivello,Q38,4,5
Q1175150,david leavitt,R50,author,True,What is a book that david leavitt wrote,Q5384115,5,6
Q957024,joseph williams,R86,composer,True,what type of school type is central high school,Q182597,3,1
Q79990,christchurch,R19,place of birth,True,Who was born in christchurch,Q6835415,4,4
Q7762865,the season of men,P495,country of origin,False,Which nation filmed the season of men,Q142,3,6
Q2829062,akira fubuki,P19,place of birth,False,what is the place of birth of akira fubuki,Q127513,7,8
Q192720,thomas gainsborough,R138,named after,True,What is a place that was named after thomas gainsborough,Q589263,8,9
Q7294614,rarua dikana,P21,sex or gender,False,What gender is rarua dikana,Q6581097,3,4
Q2296698,david gordon green,R57,director,True,what films were directed by david gordon green,Q2837617,5,7
Q171632,maracaibo,R19,place of birth,True,what the name of a relief pitcher born in maracaibo,Q3187779,9,9
Q782551,pip williams,P27,country of citizenship,False,what is pip williams nationality,Q145,2,3
Q3313010,tininho,P413,position played on team / speciality,False,tininho plays which position,Q336286,0,0
Q1355290,jeremy spencer,R175,performer,True,What an album from jeremy spencer,Q7239451,4,5
Q2622000,14960 yule,P31,instance of,False,what category is 14960 yule,Q3863,3,4
Q6172882,jeena yahan,P57,director,False,who directed jeena yahan,Q455129,2,3
Q1048902,pitcher,R413,position played on team / speciality,True,what person plays the baseball position of a pitcher,Q5326162,8,8
Q1396122,hd 24040,P31,instance of,False,What type of celestial body is hd 24040 categorized as,Q523,6,7
Q1105631,code name: the cleaner,P272,production company,False,What company produced code name: the cleaner,Q79202,3,6
Q8687,athletic club,P115,home venue,False,What is athletic bilbao home stadium,Q182864,2,3
Q5978683,i only have eyes for you,P364,original language of film or TV show,False,What is the language of the film i only have eyes for you,Q1860,7,12
Q3002890,cristina marsillach,P21,sex or gender,False,What is Cristina Marsillach profession,Q6581072,2,3
Q6586263,rungtham pumseenil,P19,place of birth,False,Where was Rungtham Pumseenil place of birth,Q869,2,3
Q285444,madeleine peyroux,R175,performer,True,What is an album by madeleine peyroux,Q3039287,5,6
Q4711922,alberto almici,P413,position played on team / speciality,False,what is  alberto almicis position in soccer,Q336286,2,3
Q2337769,spider-man 3,P123,publisher,False,who is the publisher for spider-man 3,Q200491,5,6
Q1570859,waalbrug,P31,instance of,False,what kind of bridge is the waalbrug,Q158438,6,6
Q4706191,alan black,P19,place of birth,False,Where was alan black born,Q1240659,2,3
Q1097375,go go tales,P495,country of origin,False,what country is the movie go go tales from,Q30,5,7
Q277903,surf nazis must die,P136,genre,False,what type of movie is surf nazis must die,Q188473,5,8
Q1305161,a summer in la goulette,P364,original language of film or TV show,False,What language is spoken in the film a summer in la goulette,Q652,7,11
Q16952991,modernity killed every night,P136,genre,False,what type of album is modernity killed every night,Q598929,5,8
Q52954,keyboard instrument,R1303,instrument,True,which musician plays keyboard,Q353800,2,3
Q16190417,tania fiolleau,P19,place of birth,False,what city in canada was tania fiolleau born,Q24639,5,6
Q4704021,al helfer,P27,country of citizenship,False,What nation is al helfer from,Q30,3,4
Q12124725,headrush,P364,original language of film or TV show,False,What languages did they speak in headrush,Q1860,6,6
Q6451087,kyle cease,P27,country of citizenship,False,what is kyle cease nationality,Q30,2,3
Q1067679,charon,P136,genre,False,what type of music does charon play,Q38848,5,5
Q6770384,mark wilson,P136,genre,False,What type of artist is mark wilson,Q42201,5,6
Q1282780,eddie garrett,P21,sex or gender,False,What is the gender of eddie garrett,Q6581097,5,6
Q7407878,sam mcdaniel,P106,occupation,False,whats the profession of  sam mcdaniel,Q33999,4,5
Q2466841,san justo,P131,located in the administrative territorial entity,False,Who is an administrative parent of san justo,Q1308616,6,7
Q738529,oz scott,P172,ethnic group,False,what is the ethnicity of oz scott,Q49085,5,6
Q33999,actor,R106,occupation,True,Name an actor,Q13512989,2,2
Q130232,drama film,R136,genre,True,Which movie title is a Netflix drama,Q16156200,5,6
Q6807994,meg kissinger,P27,country of citizenship,False,What nation is meg kissinger from,Q30,3,4
Q163132,akron,P17,country,False,akron  is a city in Ohio in what country,Q30,0,0
Q710131,mike figgis,R58,screenwriter,True,What is a film that mike figgis has written,Q280918,5,6
Q6774313,martha,P136,genre,False,what type of film is martha,Q226730,5,5
Q6969234,nathan mccall,P27,country of citizenship,False,which country is nathan mccall from,Q30,3,4
Q49085,african americans,R172,ethnic group,True,who is a known african american person,Q7983717,4,5
Q1577854,hans-jürgen wittfoht,P19,place of birth,False,Where was hans-jurgen wittfoht born,Q2843,2,3
Q7499489,shizuku,P404,game mode,False,What a gameplay mode available in shizuku,Q208850,6,6
Q220830,surf music,R136,genre,True,what album is in the genre of surf music,Q3505314,7,8
Q1957756,even pigeons go to heaven,P495,country of origin,False,where is the movie even pigeons go to heaven from,Q142,4,8
Q7793077,thomas pearsall,P21,sex or gender,False,what gender is thomas pearsall,Q6581097,3,4
Q4680348,adams farm,P149,architectural style,False,What is the architectural style of adams farm,Q1513688,6,7
Q336286,defender,R413,position played on team / speciality,True,whats the name of a known football  defender,Q10556614,7,7
Q824020,maibara,R19,place of birth,True,who was born in maibara,Q3508827,4,4
Q286074,émile lemoine,P20,place of death,False,what famous city in paris did  Emile lemoine die,Q90,6,7
Q83440,country music,R136,genre,True,What is the name of a country artist,Q2277629,6,7
Q1229160,libertarias,P58,screenwriter,False,who wrote the film libertarias,Q704576,4,4
Q7304189,red glove,P50,author,False,who authored the book red glove,Q266173,4,5
Q5149028,colorblind,P136,genre,False,What is the genre of the album colorblind,Q164444,7,7
Q1067503,5110 belgirate,P196,minor planet group,False,which asteroid group is 5110 belgirate found in,Q2179,4,5
Q15996415,vivian davies,P607,conflict,False,which conflict did vivian davies participate in,Q362,3,4
Q4799686,arthur mcarthur,P27,country of citizenship,False,What country is arthur mcarthur from,Q16,3,4
Q14715666,lewis house,P149,architectural style,False,What is the architectural style of the lewis house,Q5148367,7,8
Q763905,4937 lintott,P397,parent astronomical body,False,What does 4937 lintott orbit,Q525,2,3
Q7128941,pam hyatt,P40,child,False,who is a son of pam hyatt,Q139906,5,6
Q158886,nuclear blast,R264,record label,True,Name an artist on the nuclear blast record label,Q2328801,5,6
Q45765,jack london,P40,child,False,who is jack london daughter,Q15502096,2,3
Q362,world war ii,R607,conflict,True,Name a military personnel involved in world war ii,Q471242,6,8
Q617030,schiaparelli,P138,named after,False,Who is schiaparelli named after,Q14281,2,2
Q1689413,jimmy nolen,P172,ethnic group,False,what ethnicity does jimmy nolen identify with,Q49085,3,4
Q2364140,games,P495,country of origin,False,what country was games from,Q30,3,3
Q24639,vancouver,R19,place of birth,True,who was born in the city of vancouver,Q5667445,7,7
Q7412927,samuel whitside,P119,place of burial,False,what is the place of burial of samuel whitside,Q216344,7,8
Q1849841,rhydian roberts,P264,record label,False,what is rhydian label,Q330629,0,1
Q4249802,sacha gervasi,R58,screenwriter,True,What movie has sacha gervasi contributed to,Q318766,3,4
Q280658,forward,R413,position played on team / speciality,True,who is a football playing forward,Q3554195,5,5
Q288785,danilo pustinjaković,P413,position played on team / speciality,False,Is danilo pustinjakovic a goalkeeper or a forward,Q201330,1,2
Q235321,jill stein,P19,place of birth,False,Where was jill stein born,Q1297,2,3
Q16254091,shakal pe mat ja,P495,country of origin,False,where is shakal pe mat ja from,Q668,2,5
Q207575,riom,R19,place of birth,True,Who a politician born in riom,Q1063401,5,5
Q6186490,jesse jefferson,P27,country of citizenship,False,which country is jesse jefferson from,Q30,3,4
Q1089257,on the air,P495,country of origin,False,which country on the air from,Q30,2,4
Q6778428,marvin miller,P21,sex or gender,False,whats marvin miller gender,Q6581097,1,2
Q3832323,violeta foster,P21,sex or gender,False,is lyja male or female,Q6581072,1,2
Q7824422,top banana,P495,country of origin,False,What country is the film top banana from,Q30,5,6
Q319122,candleshoe,P364,original language of film or TV show,False,what language is spoken in candleshoe,Q1860,5,5
Q142811,allentown,R19,place of birth,True,"what person was born in allentown, pennsylvania",Q8015110,5,5
Q965487,dan ito,P413,position played on team / speciality,False,what is  dan itos position in soccer,Q193592,2,3
Q61015,prince leopold of bavaria,P53,family,False,what family is prince leopold of bavaria a member of,Q131621,3,6
Q764734,prisoner of the mountains,P58,screenwriter,False,Who wrote prisoner of the mountains,Q941532,2,5
Q936281,natasza urbańska,P19,place of birth,False,where was natasza urbanska born,Q270,2,3
Q1681014,james rachels,P20,place of death,False,where did james rachels die,Q79867,2,3
Q7124152,pagamsuren altantuga,P19,place of birth,False,what country in east-central Asia is pagamsuren altantulga from,Q711,6,7
Q928545,character,P364,original language of film or TV show,False,What is the language of the movie character,Q150,7,7
Q971701,mustis,P106,occupation,False,What is mustis profession,Q639669,2,2
Q6895044,multiplayer video game,R404,game mode,True,what are multiplayer games,Q627877,2,3
Q15706008,law of the barbary coast,P495,country of origin,False,what country is law of the barbary coast from,Q30,3,7
Q2517274,metal gear acid 2,P179,part of the series,False,what game series is metal gear acid 2,Q216655,4,7
Q731776,jennifer 8,P86,composer,False,Who composed the music for the film jennifer 8,Q504078,7,8
Q7382487,rustic overtones,P264,record label,False,What is the label rustic overtones is associated with,Q664167,4,5
Q251881,ángel romano,P413,position played on team / speciality,False,what position does Angel romano like to play,Q280658,3,4
Q1396278,chase masterson,P27,country of citizenship,False,what country is chase masterson from,Q30,3,4
Q4290512,petr kaspřák,P413,position played on team / speciality,False,what football position does petr kasprak play,Q336286,4,5
Q2265631,david barry,P21,sex or gender,False,What gender is david barry,Q6581097,3,4
Q947001,george enescu,P421,located in time zone,False,"which time zone is george enescu, botosani located in",Q190252,4,5
Q450130,evelin samuel,P19,place of birth,False,where was evelin samuel born,Q1770,2,3
Q645928,biographical film,R136,genre,True,Name a biographical film,Q5080642,2,3
Q3299864,aden emergency,P710,participant,False,Who was the entity involved in the aden emergency,Q128956,7,8
Q1903018,arcade pool,P404,game mode,False,what gameplay modes are available with the game arcade pool,Q208850,8,9
Q7404563,salim khan,P140,religion or worldview,False,what religion does salim khan practice,Q432,3,4
Q16043515,robert wood johnson i,P509,cause of death,False,What is the cause of death of Robert Wood Johnson I,Q3246646,7,1
Q5292369,don cameron,P19,place of birth,False,Where was don cameron born,Q4093,2,3
Q864349,dungeon explorer: warriors of ancient arts,P178,developer,False,who developed the computer videogame dungeon explorer: warriors of ancient arts,Q1049502,5,10
Q732436,maradona by kusturica,P136,genre,False,what type of film is maradona,Q93204,2,4
Q457190,patty griffin,R175,performer,True,What is the title of patty griffin 1998 album,Q5457247,5,6
Q1191106,the banger sisters,P86,composer,False,who was responsible for the music in the film the banger sisters,Q364881,4,11
Q328637,billy goldenberg,R86,composer,True,what film did billy goldenberg create music for,Q1758692,3,4
Q12300963,alexandre willaume,P27,country of citizenship,False,what nationality is alexandre willaume-jantzen,Q35,3,4
Q91335,albert fraenkel,P20,place of death,False,What is Albert Fraenkel place of death,Q64,2,3
Q853873,cantopop,R136,genre,True,What is the name of a cantopop,Q6009247,6,6
Q4000753,tutta colpa di giuda,P495,country of origin,False,which country was freedom filmed in,Q38,2,5
Q152631,4079 britten,P397,parent astronomical body,False,What celestial body does 4079 britten orbit,Q525,4,5
Q700211,steglitz,R19,place of birth,True,Who was born in steglitz,Q5396112,4,4
Q13643306,leslie norris,P21,sex or gender,False,is leslie norris a male or a female,Q6581097,1,2
Q48173,bedřich smetana,R86,composer,True,what films have smetana been credited in,Q5210950,0,1
Q7822707,tony kenworthy,P413,position played on team / speciality,False,which position does tony kenworthy play,Q336286,3,4
Q5523996,garrick utley,P20,place of death,False,Where did garrick utley die,Q60,2,3
Q154993,christian vi of denmark,R40,child,True,who is a parent of  christian vi of denmark,Q161059,5,8
Q2605345,fritz eichenberg,P19,place of birth,False,where was fritz eichenberg born,Q365,2,3
Q2290168,antonio labacco,P106,occupation,False,What profession was antonio labacco,Q42973,3,4
Q76434,georges depping,P20,place of death,False,in what french city did georges depping die,Q90,5,6
Q7232273,portrait of hell,P364,original language of film or TV show,False,What language is spoken in portrait of hell,Q5287,5,7
Q235252,pat benatar,P264,record label,False,what is the label of the artist pat benatar,Q1088453,7,8
Q270664,victor garber,P21,sex or gender,False,is victor garber male or female,Q6581097,1,2
Q229808,the amazing spider-man,P86,composer,False,who did the music in the film  the amazing spider-man,Q106221,2,9
Q6261615,john urrea,P106,occupation,False,What is the profession of John Urrea,Q10871364,5,6
Q49085,african americans,R172,ethnic group,True,who is an african american,Q5004461,3,4
Q3266563,access,P136,genre,False,What sort of music does access write,Q37073,5,5
Q6531118,leslie sarony,P20,place of death,False,which capital city did leslie sarony die,Q84,4,5
Q130232,drama film,R136,genre,True,what is a war drama film,Q3295175,4,5
Q1480156,11463 petrpokorny,P196,minor planet group,False,(11463) 1981 en24 is part of which asteroid group,Q2179,0,1
Q468054,mick mars,P136,genre,False,which genre does mick mars perform in,Q83270,3,4
Q6226187,john clark,P21,sex or gender,False,What is the gender of john clark,Q6581097,5,6
Q464129,mariachi,R136,genre,True,Name a mariachi artist,Q6752927,2,2
Q2555801,jon koncak,P19,place of birth,False,where was jon koncak given birth,Q486439,2,3
Q75897,nana abrokwa,P21,sex or gender,False,what is nana gender,Q6581097,2,3
Q49607,the elder scrolls iv: oblivion,P404,game mode,False,what is a gameplay mode available in the elder scrolls iv: oblivion,Q208850,7,11
Q40966,opel,P138,named after,False,Where does the namesake opel come from,Q57479,4,4
Q1283316,greg ginn,P27,country of citizenship,False,what is greg ginn country of nationality,Q30,2,3
Q226730,silent film,R136,genre,True,Name a movie known under the silent film genre.,Q3882643,6,7
Q60970,sakis rouvas,P21,sex or gender,False,What gender is sakis rouvas,Q6581097,3,4
Q721521,hughie thomasson,P20,place of death,False,Where did hughie thomasson die,Q587435,2,3
Q7963364,wally george,P21,sex or gender,False,is wally george male or female,Q6581097,1,2
Q5530632,gemini,P175,performer,False,who created gemini,Q957231,2,2
Q190585,island records,R264,record label,True,What an artist under island records,Q506099,4,5
Q6769833,mark steines,P19,place of birth,False,Which city was mark steines born in,Q493794,3,4
Q7771132,the ultimate collection,P175,performer,False,who recorded the album the ultimate collection,Q223495,2,6
Q5624671,gymnoi sto dromo,P495,country of origin,False,what country made the film  gymnoi sto dromo,Q41,5,7
Q298388,noël coward,R58,screenwriter,True,what film was  noel coward the film story contributor of,Q1141582,3,4
Q193592,midfielder,R413,position played on team / speciality,True,Name someone who plays as a midfielder,Q1477004,6,6
Q2650396,alois pumberger,P19,place of birth,False,Where was alois pumberger born,Q267791,2,3
Q6166934,jay miltner,P20,place of death,False,where did jay miltner die,Q251267,2,3
Q3365095,"paris, palace hôtel",P495,country of origin,False,"Which country filmed paris, palace hotel",Q142,3,5
Q6141985,james renshaw cox,P27,country of citizenship,False,what country does james renshaw cox claim nationality in,Q30,3,5
Q182415,reality television,R136,genre,True,What was a popular reality television program,Q5979630,4,5
Q263094,elizabeth stride,P27,country of citizenship,False,which country is elizabeth stride from,Q34,3,4
Q4280508,gail mancuso,R57,director,True,what episode did gail mancuso direct,Q7632610,3,4
Q376144,the red violin,P58,screenwriter,False,Who wrote the red violin,Q724590,2,4
Q2736038,john winston,P19,place of birth,False,where was john winston born,Q39121,2,3
Q4353419,kidulthood,P162,producer,False,who produced the film kidulthood,Q5212274,4,4
Q4596000,1 more hit,P364,original language of film or TV show,False,What language is 1 more hit filmed in,Q1860,3,5
Q7149626,paul butcher,P21,sex or gender,False,what gender is paul butcher,Q6581097,3,4
Q4933534,bob o'brien,P413,position played on team / speciality,False,Which position does bob obrien play,Q1048902,3,4
Q2068675,mario kart: super circuit,P136,genre,False,what kind of video game is mario kart: super circuit,Q860750,6,9
Q272162,st james's palace,R19,place of birth,True,which famous woman was born in st jamess palace,Q130812,6,8
Q6416185,kirsty wark,P27,country of citizenship,False,which country is kirsty wark from,Q145,3,4
Q12040991,no blue thing,P136,genre,False,what type of music is no blue thing,Q183308,5,7
Q2479261,vinyan,P495,country of origin,False,what country was vinyan filmed in,Q408,3,3
Q2642653,alexander mcnair,P27,country of citizenship,False,Where is alexander mcnair from,Q30,2,3
Q1323917,triangle,P136,genre,False,what types of music is triangle,Q186472,5,5
Q38848,heavy metal,R136,genre,True,Who is the heavy metal guitarist from motorhead,Q463958,3,4
Q16095729,howard nathaniel lee,P27,country of citizenship,False,Where is howard nathaniel lee from,Q30,2,4
Q801,israel,P150,contains the administrative territorial entity,False,What is a district in israel,Q188781,5,5
Q772949,tout ça... pour ça !,P364,original language of film or TV show,False,is tout ca... pour ca ! in french or spanish,Q150,1,5
Q7348164,robert ortiz,P27,country of citizenship,False,what country is robert ortiz from,Q30,3,4
Q123798,charlie conacher,P20,place of death,False,where did charlie conacher pass away,Q172,2,3
Q375594,born yesterday,P364,original language of film or TV show,False,what language is the born yesterday distributed in,Q1860,4,5
Q3147353,iao lethem,P27,country of citizenship,False,what is iao lethem nationality,Q31,2,3
Q580866,thq,R123,publisher,True,What game published by thq,Q16259669,4,4
Q3310546,michel pavon,P413,position played on team / speciality,False,what position does michel pavon play in soccer,Q193592,3,4
Q155423,néstor almendros,P19,place of birth,False,where was nestor almendros born,Q1492,2,3
Q859567,tiris zemmour region,P131,located in the administrative territorial entity,False,what is a country in the tiris zemmour region,Q1025,6,8
Q2499983,betrayed,P136,genre,False,what genre is betrayed,Q1192185,3,3
Q76474,walther bothe,P19,place of birth,False,Where was walther bothe born,Q14808,2,3
Q5044712,carole maso,P21,sex or gender,False,what is the gender of carole maso,Q6581072,5,6
Q1048902,pitcher,R413,position played on team / speciality,True,what baseball player played as a pitcher,Q5292222,6,6
Q301032,aar paar,P162,producer,False,Who produced the film across the heart,Q149136,3,4
Q1778752,ponca city,R19,place of birth,True,which actress was born in ponca city,Q6409107,5,6
Q6752218,mantri gari viyyankudu,P364,original language of film or TV show,False,what is the language in the film manthri gari viyyankudu,Q8097,7,9
Q315195,biggesee,P17,country,False,what country is biggesee in,Q183,3,3
Q5533321,genko slavov,P27,country of citizenship,False,What is genko slavov country of nationality,Q219,2,3
Q361,world war i,R607,conflict,True,Who a british army officer involved in world war i,Q4786370,7,9
Q6740586,mal brough,P27,country of citizenship,False,what country is mal brough from,Q408,3,4
Q3284388,call of duty: modern warfare 3 – defiance,P123,publisher,False,who published call of duty: modern warfare 3 - defiance,Q200491,2,9
Q4722977,alfred jones,P21,sex or gender,False,Name the gender of Alfred Jones.,Q6581097,4,5
Q415598,akamai technologies,P112,founded by,False,who founded akamai technologies,Q7291568,2,3
Q7327471,richard low,P21,sex or gender,False,what is richard low gender,Q6581097,2,3
Q7815149,tom buskey,P106,occupation,False,What was tom buskey profession,Q10871364,2,3
